NDC,ATC,DRUG,DRUG_NAME_GENERIC
00074317801,N01B,Lidocaine 1%/Epinephrine 1:100000,Lidocaine 1%/Epinephrine 1:100000
00186103001,N01B,Bupivacaine 0.25%,Bupivacaine 0.25%
00054864816,N02A,Oxycodone-Acetaminophen Elixir,Oxycodone-Acetaminophen Elixir
00074228831,M01A,Ketorolac,Ketorolac
00186021003,C01B,Lidocaine 1%,Lidocaine 1% PF
00056017375,B01A,Warfarin,Warfarin
00015740520,J01C,Ampicillin Sodium,N/A
51079032220,N02A,Propoxyphene Nap.-Apap (N-100),Propoxyphene Nap.-Apap (N-100)
00006073528,C10A,Simvastatin,Simvastatin
63323001302,A11D,Thiamine HCl,Thiamine HCl
51079041820,N05C,Temazepam,Temazepam
00409781124,J01X,MetRONIDAZOLE (FLagyl),N/A
00182402889,B03A,Ferrous Sulfate,Ferrous Sulfate
00121053005,B03A,Ferrous Sulfate,Ferrous Sulfate (Liquid)
00075062280,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00087607005,A10B,Metformin,Metformin
00409491134,A03B,Atropine Sulfate,Atropine Sulfate
51674000901,N02B,Acetaminophen-Caff-Butalbital,Acetaminophen-Caff-Butalbital
00310013110,C09A,Lisinopril,Lisinopril
54868439600,C07A,Carvedilol,Carvedilol
00338005403,B05X,Sodium Chloride 3% (Hypertonic),N/A
00054881611,V04C,Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate
00002202402,A12C,Sodium Chloride,Sodium Chloride
00054375150,N02A,Morphine Sulfate (Concentrated Oral Soln),Morphine Sulfate (Concentrated Oral Soln)
00074126102,N02A,Morphine Sulfate,Morphine Sulfate (1-10mg)
00067434504,A04A,Scopolamine Patch,Scopolamine Patch
52959036100,N06A,Sertraline,Sertraline
68084006501,B03B,Nephrocaps,Nephrocaps
00264751010,V06D,D5W (Excel),N/A
00015301238,L01A,Carmustine,N/A
54569482400,L03A,Filgrastim,N/A
00338917791,N/A,Glutamine,Glutamine
00126008802,A01A,Prevident Mint Gel 1.1%,Prevident Mint Gel 1.1%
00026851348,J01M,Ciprofloxacin HCl,Ciprofloxacin HCl
11098001001,N/A,Droperidol,Droperidol
00173044202,A04A,Ondansetron,N/A
00009090020,H02A,Hydrocortisone Na Succ.,N/A
00074739172,B05B,Sodium Phosphate,N/A
67919001101,J01X,Daptomycin,N/A
00074729501,N/A,Potassium Phosphate,N/A
00409116202,N01B,Bupivacaine 0.5%,N/A
00395421010,A06A,Magnesium Citrate,Magnesium Citrate
59011010325,N02A,Oxycodone (Sustained Release),Oxycodone (Sustained Release)
00006096328,A02B,Famotidine,Famotidine (PO)
00089130130,C01D,Nitroglycerin Patch,Nitroglycerin Patch
00186001628,C09C,Atacand,*NF* Candesartan Cilexetil
51079020620,M04A,Allopurinol,Allopurinol
00364071605,C01B,Procainamide SR,Procainamide SR
00172234560,C01B,Procainamide HCl,Procainamide HCl
50962080060,A01A,Chlorhexidine Gluconate,Chlorhexidine Gluconate
00088120632,A04A,Dolasetron Mesylate,Dolasetron Mesylate
00121073312,A02A,Aluminum Hydroxide Suspension,Aluminum Hydroxide Suspension
50962025160,A07A,Nystatin Oral Suspension,Nystatin Oral Suspension
17314940002,A01A,Clotrimazole,Clotrimazole
00088120329,A04A,Dolasetron Mesylate,Dolasetron Mesylate
00015309520,L01C,Etoposide,N/A
55390013110,L01B,Cytarabine,N/A
00074323601,A12B,Parenteral Nutrition (TPN),Parenteral Nutrition (TPN)
00067094915,D01A,Miconazole Powder 2%,Miconazole Powder 2%
63323031461,J01X,Vancomycin HCl,N/A
59572030101,L01A,Melphalan HCl,N/A
52544093001,A05A,Ursodiol,Ursodiol
00364049590,N05B,Hydroxyzine HCl,Hydroxyzine HCl
00074792337,V06D,D5W,N/A
51479005520,J01D,Cefepime,N/A
61703041463,J02A,Fluconazole,N/A
00469305130,J02A,Ambisome,N/A
00054865724,N02A,Oxycodone,Oxycodone
10356009004,N/A,Eucerin,Eucerin
51479004210,J01D,Aztreonam,N/A
50242004413,B01A,Alteplase (Catheter Clearance),Alteplase (Catheter Clearance)
00310032130,J01D,Meropenem,N/A
10019002805,N05C,Midazolam HCl,Midazolam HCl
00074115170,B01A,HEPARIN,Heparin Lock Flush
51079079001,N05B,Alprazolam,Alprazolam
50474059440,N03A,Levetiracetam,Levetiracetam
00409915801,B02B,Phytonadione,Phytonadione
00338101948,J01C,Nafcillin,N/A
00182004789,A11D,Thiamine HCl,Thiamine HCl
00074241612,N02A,HYDROmorphone (Dilaudid),HYDROmorphone (Dilaudid)
51079098020,C03D,Spironolactone,Spironolactone
51479005420,J01D,CefePIME,N/A
52769025105,B05A,Albumin 25% (12.5 g),Albumin 25% (12.5 g)
44206025110,B05A,"Albumin, Human",N/A
55390016110,H01C,Octreotide Acetate,N/A
54092000301,C01C,Midodrine,Midodrine
00006382210,J02A,Caspofungin,N/A
62701080001,L01X,*NF* Pentostatin,N/A
00015054841,N/A,Cyclophosphamide,N/A
55045122403,N/A,Bactrim Desensitization,Bactrim Desensitization
00009011312,H02A,Methylprednisolone Na Succ,N/A
00904518661,R02A,Ibuprofen,Ibuprofen
00597000302,J05A,Tipranavir,Tipranavir
00074663322,J05A,Ritonavir,Ritonavir
00173066200,J05A,Lamivudine,Lamivudine
00173010856,J05A,Zidovudine,Zidovudine
00173054700,P01A,Atovaquone Suspension,Atovaquone Suspension
63323087715,P01C,Pentamidine Inhalation,Pentamidine Inhalation
00074131202,N02A,Hydromorphone,Hydromorphone
00006351659,J01D,Imipenem-Cilastatin,N/A
61703022321,N02A,Morphine Sulfate,N/A
61703022521,N02A,Morphine Sulfate,N/A
00548301100,C05A,Lidocaine Jelly 2% (Urojet),Lidocaine Jelly 2% (Urojet)
57480043401,G04B,Oxybutynin,Oxybutynin
61703041464,J02A,Fluconazole,N/A
00173041300,J01D,Ceftazidime,N/A
00024156210,P01B,Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate
00004200378,J01D,Ceftriaxone,N/A
00641149535,R06A,Promethazine HCl,Promethazine HCl
00168000315,D07A,Triamcinolone Acetonide 0.025% Cream,Triamcinolone Acetonide 0.025% Cream
00009082501,H02A,Hydrocortisone Na Succ.,N/A
00054872425,H02A,Prednisone,Prednisone
51079052220,J01A,Doxycycline Hyclate,Doxycycline Hyclate
00004694003,J05A,Ganciclovir,N/A
51079043420,G03A,Megestrol Acetate,Megestrol Acetate
50458022115,D01A,Ketoconazole 2% ,Ketoconazole 2% 
00802396216,A09A,Bicitra,Bicitra
49884090738,G03A,mege,Megestrol Oral Suspension
00121063810,N07X,Guaifenesin-Dextromethorphan,Guaifenesin-Dextromethorphan
00069308030,J01F,Azithromycin,Azithromycin
51655007924,N05B,HydrOXYzine HCl,HydrOXYzine HCl
00228206710,N05B,Oxazepam,Oxazepam
00517101025,A03B,Atropine Sulfate,Atropine Sulfate
00074007402,M04A,Colchicine,Colchicine
63323018410,V04C,Folic Acid,N/A
00338040360,N/A,Multivitamins,Multivitamin 12
55499120401,N/A,Multivitamins,Multivitamins
51079030020,C02A,Clonidine HCl,Clonidine HCl
00074127332,N05B,Diazepam,Diazepam
00074121201,A06A,Naloxone HCl,N/A
00054855324,N07B,Methadone HCl,Methadone HCl
00766146010,N07B,Nicotine,Nicotine
49938010101,J04B,Dapsone,Dapsone
00054855424,N07B,Methadone HCl,Methadone HCl
00074697805,C03A,Hydrochlorothiazide,Hydrochlorothiazide
00777310533,N06A,Fluoxetine HCl,Fluoxetine HCl
51079043520,G03A,Megestrol Acetate,Megestrol Acetate
00074336811,J01F,Clarithromycin,Clarithromycin
68850001202,J04A,Ethambutol HCl,Ethambutol HCl
00013530117,J04A,Rifabutin,Rifabutin
51479004115,J01D,Aztreonam,N/A
00008029501,N02A,Hydromorphone,Hydromorphone
00069306086,J01F,Azithromycin,Azithromycin
00065065625,S03A,Ciprofloxacin Ophth Soln,Ciprofloxacin Ophth Soln
00015710328,J01C,Oxacillin,N/A
00338050741,J01G,Gentamicin,N/A
00024115510,N05B,Lorazepam,Lorazepam
51079011620,B03A,Ferrous Sulfate,Ferrous Sulfate
51079028220,R02A,Ibuprofen,Ibuprofen
51079079320,M01A,Naproxen,Naproxen
15127020017,N/A,Calcium Carbonate,Calcium Carbonate (Tums)
00067033022,A02A,Aluminum-Magnesium Hydroxide,Aluminum-Magnesium Hydroxide
51079000620,A06A,Bisacodyl,Bisacodyl
00182125989,N06A,traZODONE HCl,traZODONE HCl
00536119001,J01C,Dicloxacillin,Dicloxacillin
00338001602,V06D,D5W (GLASS BOTTLE),N/A
00074131201,N/A,Hydromorphone,Hydromorphone
00054839224,N02A,Hydromorphone,Hydromorphone HCl
00003196401,J05A,Stavudine,Stavudine
61958060101,J05A,Emtricitabine,Emtricitabine
10019051002,N/A,Diltiazem,Diltiazem
49884002901,C02D,HydrALAZINE HCl,HydrALAZINE HCl
00264934155,V03A,Starter PN D10,N/A
00087601142,N06B,NEO*IV*Caffeine Citrate,N/A
63323006661,B05X,Sodium Acetate,N/A
00087611142,N06B,NEO*PO*Caffeine Citrate,NEO*PO*Caffeine Citrate
60258011130,A11H,NEO*PO*Vitamin E Drops,NEO*PO*Vitamin E Drops
41679036513,N/A,NEO*PO*MCT Oil,NEO*PO*MCT Oil
00998061505,S01B,Dexamethasone Ophthalmic Soln 0.1%,Dexamethasone Ophthalmic Soln 0.1%
56184012105,R01A,NEO*NASAL*Phenylephrine 0.125%,NEO*NASAL*Phenylephrine 0.125%
11980017405,S01B,Prednisolone Acetate 0.12% Ophth. Susp.,Prednisolone Acetate 0.12% Ophth. Susp.
00206882002,J01C,Piperacillin-Tazobactam,N/A
66479056012,N02A,Morphine Sulfate (Concentrated Oral Soln),Morphine Sulfate (Concentrated Oral Soln)
58177025504,A03B,Hyoscyamine,Hyoscyamine
00049490041,N06A,Sertraline HCl,Sertraline HCl
53014085072,C03B,Metolazone,Metolazone
54569336000,C05A,Nitroglycerin Oint. 2%,Nitroglycerin Oint. 2%
00029152725,D06A,Mupirocin Cream 2%,Mupirocin Cream 2%
51079060520,J01D,Cephalexin,Cephalexin
00054830125,C03C,Furosemide,Furosemide
58468002001,V03A,Sevelamer,Sevelamer HCl
58468002101,V03A,Sevelamer,Sevelamer HCl
00009361702,J01D,Cefpodoxime Proxetil,Cefpodoxime Proxetil
00517501901,V03A,Sodium Thiosulfate,Sodium Thiosulfate
63323004401,B03B,Cyanocobalamin,Cyanocobalamin
00338067504,B05B,Potassium Chl 40 mEq / 1000 mL D5 1/2 NS,N/A
00517180525,C01C,DopAmine,N/A
00039001910,J01D,NEO*IV*Cefotaxime,N/A
17478006235,S01X,Artificial Tear Ointment,Artificial Tear Ointment
00071015523,C10A,Atorvastatin,Atorvastatin
00007413920,C07A,Carvedilol,Carvedilol
51079006720,A03B,Diphenoxylate-Atropine,Diphenoxylate HCl/Atrop Sulf
00009000402,N04B,Mirapex,*NF* Pramipexole
51079028420,N05B,Diazepam,Diazepam
00002411533,N05A,Olanzapine,Olanzapine
00904555960,N03A,PrimiDONE,PrimiDONE
00409117630,N02A,Meperidine,Meperidine
59762306003,J01F,Azithromycin,Azithromycin
00054815624,R05D,Codeine Sulfate,Codeine
60505068104,J01D,CefePIME,N/A
58177009111,R05D,Benzonatate,Benzonatate
51079052420,A04A,Ondansetron,Ondansetron
11523726808,A06A,Polyethylene Glycol,Polyethylene Glycol
00597018590,N04B,pramipexole,*NF* Pramipexole
51079029420,G04C,Tamsulosin,Tamsulosin
55390034810,C07A,Metoprolol Tartrate,Metoprolol Tartrate
00904777261,C07A,Metoprolol Tartrate,Metoprolol Tartrate
08290036005,B01A,Heparin Flush (10 units/ml),Heparin Flush (10 Units/mL)
00054001820,H02A,PredniSONE,PredniSONE
00005197067,J07A,NEO*IM*Pneumococcal 7-Valent,NEO*IM*Pneumococcal 7-Valent
49281054505,J07A,NEO*IM*Haemophilus B  Conj Vac,NEO*IM*Haemophilus B  Conj Vac
58160084111,J07C,DTaP-HepB-IPV Combined,DTaP-HepB-IPV Combined
00074010304,N/A,Vi-Daylin Multivitamin Drops,Vi-Daylin Multivitamin Drops
00087036503,N/A,NEO*PO*MCT Oil,NEO*PO*MCT Oil
10939086311,G01A,Vi-Daylin Multivitamin Drops,Vi-Daylin Multivitamin Drops
66591080030,A11H,NEO*PO*Vitamin E Drops,NEO*PO*Vitamin E Drops
00054829816,C03C,Furosemide (Elixir),Furosemide (Elixir)
00904792260,G04B,Phenazopyridine HCl,Phenazopyridine HCl
00071080640,N03A,Gabapentin,Gabapentin
24208032405,S01E,Timolol Maleate 0.5%,Timolol Maleate 0.5%
00013830304,S01E,Latanoprost 0.005% Ophth. Soln.,Latanoprost 0.005% Ophth. Soln.
00071080340,N03A,Gabapentin,Gabapentin
00071201223,N03A,Gabapentin,Gabapentin (Liquid)
54092000401,C01C,Midodrine HCl,Midodrine HCl
00338101102,N/A,DopAmine,N/A
00781711255,N02A,Fentanyl Patch,Fentanyl Patch
00409317701,N01B,Lidocaine 0.5%/Epinephrine,Lidocaine 0.5%/Epinephrine
10019063002,J01C,Ampicillin-Sulbactam,N/A
60574411301,J06B,NEO*IM*Palivizumab,N/A
72140003147,N/A,NEO*Aquaphor,NEO*Aquaphor
62991150902,N/A,NEO*IV*Caffeine Citrate,N/A
63481068706,C05A,Lidocaine 5% Patch,Lidocaine 5% Patch
00065079515,S01X,Balanced Salt Opth. Soln,Balanced Salt Opth. Soln
00049001483,J01C,Unasyn,N/A
00641240341,N01A,Fentanyl Citrate,N/A
00075062040,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00052044115,M03A,Vecuronium Bromide,Vecuronium Bromide
00074427601,C01B,Lidocaine 1%,Lidocaine 1%
00074245327,N02A,Hydromorphone-HP,N/A
00026855463,J01M,Ciprofloxacin,N/A
00469760040,B05X,Potassium Acetate,N/A
00517209625,B05X,Sodium Acetate,N/A
00186580030,A11H,NEO*PO*Vitamin E Drops,NEO*PO*Vitamin E Drops
00597006111,N06B,NEO*PO*Caffeine Citrate,NEO*PO*Caffeine Citrate
49281028605,J07C,NEO*IM*DT  & Acellular Pertussis,N/A
49281086052,J07B,NEO*SC*Polio Vaccine (Inactive),NEO*SC*Polio Vaccine (Inactive)
54569317800,N02B,NEO*PO*Acetaminophen Drops,NEO*PO*Acetaminophen Drops
00074104004,N/A,Beractant,Beractant
66591023921,A11C,Vitamin A,N/A
00074660902,B05X,Sodium Bicarbonate 4.2% (2.4mEq),Sodium Bicarbonate 4.2% (2.4mEq)
00006340617,C01E,NEO*IV*Indomethacin Sodium,N/A
00121046230,A06A,Mineral Oil,Mineral Oil
64253022233,B01A,Heparin Sodium (Preservative Free),Heparin Sodium (Preservative Free)
74300000068,C05A,Desitin,Desitin
00002726601,J01D,NEO*IV*Cefazolin,N/A
54569281400,N02B,Acetaminophen (Liquid),Acetaminophen (Liquid)
49281029810,J07C,NEO*IM*DT  & Acellular Pertussis,NEO*IM*DT  & Acellular Pertussis
00006487600,J07B,NEO*IM*Hepatitis B Vaccine,NEO*IM*Hepatitis B Vaccine
00075062300,B01A,Enoxaparin Sodium,Enoxaparin Sodium
00007336203,N05A,Prochlorperazine,Prochlorperazine (Rectal)
00003515405,C10A,Pravastatin,Pravastatin
00026886148,C08C,Nifedipine CR,Nifedipine CR
00378910493,C01D,Nitroglycerin Patch,Nitroglycerin Patch
00378002801,C07A,Nadolol,Nadolol
00048105013,H03A,Levothyroxine Sodium,Levothyroxine Sodium
00048107013,H03A,Levothyroxine Sodium,Levothyroxine Sodium
50580060150,R02A,Ibuprofen Suspension,Ibuprofen Suspension
00052010590,N06A,Mirtazapine,Mirtazapine
00075770060,N07X,Rilutek,*NF* Riluzole
00781711355,N02A,Fentanyl Patch,Fentanyl Patch
58468013001,V03A,sevelamer CARBONATE,sevelamer CARBONATE
68462014645,C01D,Nitroglycerin SL,Nitroglycerin SL
00054327099,R03B,Fluticasone Propionate NASAL,Fluticasone Propionate NASAL
58468012601,H05B,Doxercalciferol,Doxercalciferol
63323026920,N01A,Propofol,Propofol
63323026965,N01A,Propofol,Propofol
55390020910,H02A,MethylPREDNISolone Sodium Succ,MethylPREDNISolone Sodium Succ
63323054011,B01A,Heparin Flush (1000 units/mL),Heparin
59676030301,B03X,Epoetin Alfa,N/A
00168001231,D06A,Neomycin-Polymyxin-Bacitracin,Neomycin-Polymyxin-Bacitracin
55513007330,H05B,Cinacalcet,Cinacalcet
51079045820,C10A,Pravastatin,Pravastatin
54162055007,N/A,Sarna Lotion,Sarna Lotion
11509021265,N/A,Cepacol (Menthol),Cepacol (Menthol)
00054008826,A07X,Calcium Acetate,Calcium Acetate
00689112201,H03A,Levothyroxine Sodium,Levothyroxine Sodium
00087040203,G01A,NEO*PO*Poly-VI-solution,NEO*PO*Poly-VI-solution
00074110202,N/A,Codeine Phosphate,Codeine Phosphate
00029609039,J01C,Augmentin Suspension,Amoxicillin-Clavulanate Susp.
00026851248,J01M,Ciprofloxacin HCl,Ciprofloxacin HCl
00054834525,N05A,Haloperidol,Haloperidol
00085075604,R01A,Oxymetazoline HCl,Oxymetazoline HCl
00054874325,R01B,Pseudoephedrine HCl,Pseudoephedrine HCl
00182845389,N02B,Acetaminophen,Acetaminophen
00409126130,N02A,Morphine Sulfate,Morphine Sulfate (Syringe)
54092024701,V03A,Lanthanum,Lanthanum
46287000660,V04C,Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate
00031067364,N/A,Vitamin B Complex w/C,Vitamin B Complex w/C
00256018501,B03B,Nephrocaps,Nephrocaps
33332001101,J07B,Influenza Virus Vaccine,Influenza Virus Vaccine *Latex Free*
51079020520,M04A,Allopurinol,Allopurinol
00182864389,N/A,Simethicone,Simethicone
00186109239,C07A,Metoprolol Succinate XL,Metoprolol Succinate XL
00121176130,A02A,Aluminum-Magnesium Hydrox.-Simethicone,Aluminum-Magnesium Hydrox.-Simethicone
68084018601,C10A,Pravastatin,Pravastatin
00338001304,N/A,Sterile Water,N/A
00003043730,J02A,Amphotericin B,N/A
00182055489,C02D,HydrALAzine,HydrALAzine
00172436560,C07A,Labetalol,Labetalol
49884049901,C08C,NiCARdipine,NiCARdipine
00078035934,C09C,Valsartan,Valsartan
00223197101,A11C,Ergocalciferol (Vitamin D2),Vitamin D
00054001720,H02A,PredniSONE,PredniSONE
00182820289,C07A,Labetalol,Labetalol
00054858224,N02A,Morphine Sulfate IR,Morphine Sulfate (Immediate Release)
00591319301,C08C,NIFEdipine CR,NIFEdipine CR
00004018401,C08C,Nicardipine,NiCARdipine
00009019016,H02A,MethylPREDNISolone Sodium Succ,MethylPREDNISolone Sodium Succ
00338519741,A02B,Famotidine,N/A
00338105102,N/A,Nitroglycerin,N/A
00597003334,C02A,Clonidine Patch 0.3 mg/24 hr,Clonidine Patch 0.3 mg/24 hr
00168032608,C05A,Nitroglycerin Ointment  2%,Nitroglycerin Ointment  2%
63323031110,A12A,Calcium Gluconate,N/A
55390013020,C07A,Labetalol,N/A
00338001701,V06D,5% Dextrose,N/A
00409128331,N02A,HYDROmorphone (Dilaudid),HYDROmorphone (Dilaudid)
00078048535,C09X,Tekturna,*NF* Aliskiren
00085172202,C08C,NIFEdipine CR,NIFEdipine CR
00182853489,A06A,Bisacodyl,Bisacodyl
51079088120,N03A,Clonazepam,Clonazepam
00172438210,N03A,Gabapentin,Gabapentin
00054873925,H02A,PredniSONE,PredniSONE
51079054220,N05A,Prochlorperazine,Prochlorperazine Maleate
63323061401,N/A,HydrALAzine,HydrALAzine
16590047704,C02A,Clonidine Patch 0.1 mg/24 hr,Clonidine Patch 0.1 mg/24 hr
00172438110,N03A,Gabapentin,Gabapentin
00071400810,N03A,Fosphenytoin Sodium,N/A
00023918703,S01E,Bimatoprost,*NF* Bimatoprost  0.03%  Ophth
00078035906,C09C,Valsartan,Valsartan
51079092920,C07A,Labetalol,Labetalol
00409433201,J01X,Vancomycin,N/A
00904150161,N05B,Lorazepam,Lorazepam
00085171603,C08C,NIFEdipine CR,NIFEdipine CR
51672402301,S01E,AcetaZOLAMIDE,AcetaZOLAMIDE
00338000404,N/A,Sterile Water For Irrigation,N/A
51079001520,A07A,Neomycin Sulfate,Neomycin Sulfate
00597008214,R03B,Ipratropium Bromide MDI,Ipratropium Bromide MDI
00025103134,C03D,Spironolactone,Spironolactone
00944049101,B05A,Albumin 5%,Albumin 5% (12.5g)
00206845216,J01C,Piperacillin-Tazobactam Na,N/A
00078018101,H01C,Octreotide Acetate,N/A
00517760425,R05C,Acetylcysteine 20%,Acetylcysteine 20%
51079078820,N05B,Alprazolam,Alprazolam
00781711155,N02A,Fentanyl Patch,Fentanyl Patch
00904150061,N05B,Lorazepam,Lorazepam
49669521303,B05A,Albumin 25% (12.5gm),Albumin 25% (12.5gm)
00026855236,J01M,Ciprofloxacin,N/A
00045065910,N02A,traMADOL,traMADOL
00904215461,C01D,Isosorbide Dinitrate,Isosorbide Dinitrate
00004018301,C08C,NiCARdipine,NiCARdipine
59676031001,B03X,Epoetin Alfa,N/A
00093065701,A11C,Calcitriol,Calcitriol
10019002703,N05C,Midazolam HCl,Midazolam HCl
66479053002,N07B,Methadone,N/A
68516521102,B05A,Albumin 5% (25g / 500mL),Albumin 5% (25g / 500mL)
00409606211,N02A,Morphine Sulfate,N/A
51079066420,C08C,Nifedipine,Nifedipine
51079066520,C08C,Nifedipine,Nifedipine
59730640101,A07X,Calcium Acetate,Calcium Acetate
00472073041,G01A,Miconazole Nitrate Vag Cream 2%,Miconazole Nitrate Vag Cream 2%
00228249710,C08C,NIFEdipine,NIFEdipine
00004014401,A11C,Calcitriol,Calcitriol
51079054120,N05A,Prochlorperazine,Prochlorperazine Maleate
00574200202,V04C,Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate
00054818125,H02A,Dexamethasone,Dexamethasone
60574411101,J06B,NEO*IM*Palivizumab,N/A
49281086010,J07B,NEO*SC*Polio Vaccine (Inactive),NEO*SC*Polio Vaccine (Inactive)
63304020301,N02A,Opium Deodorized Tinc.,Opium Deodorized Tinc.
55513026710,B03X,Epoetin Alfa,N/A
00338051902,N/A,Fat Emulsion 20%,N/A
51079066820,M03B,Baclofen,Baclofen
00078033705,N03A,Oxcarbazepine,Oxcarbazepine
59075069181,N03A,Primidone,Primidone
00054408425,L04A,Azathioprine,Azathioprine
51079078920,N05B,Alprazolam,Alprazolam
54569384900,N06A,Nortriptyline,Nortriptyline HCl
59075069010,N03A,Primidone,Primidone
00054023524,N02A,Morphine Sulfate IR,Morphine Sulfate (Immediate Release)
00409130431,N02A,HYDROmorphone (Dilaudid),HYDROmorphone (Dilaudid)
00074380511,G04C,Terazosin HCl,Terazosin HCl
00406833062,N02A,Morphine SR (MS Contin),Morphine SR (MS Contin)
00065064305,S01A,Tobramycin Fortified Ophth. Soln.,Tobramycin Fortified Ophth. Soln.
61314063705,S01B,PrednisoLONE Acetate 1% Ophth. Susp.,PrednisoLONE Acetate 1% Ophth. Susp.
59011010525,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
59011010020,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
59011010320,N02A,Oxycodone SR (OxyconTIN),Oxycodone SR (OxyconTIN)
00409477702,J01M,Ciprofloxacin IV,N/A
00173069602,R03B,Fluticasone-Salmeterol Diskus (250/50) ,Fluticasone-Salmeterol Diskus (250/50) 
00597007575,R03B,Tiotropium Bromide,Tiotropium Bromide
00258368890,C08D,Diltiazem Extended-Release,Diltiazem Extended-Release
51079074720,C08D,Diltiazem,Diltiazem
00009075801,H02A,Methylprednisolone Na Succ.,N/A
64019053825,N07B,Methadone HCl,Methadone (Dispersible Tablet)
55390020401,M05B,Pamidronate,N/A
00469065711,L04A,Tacrolimus,Tacrolimus
00173094755,N06A,BuPROPion,BuPROPion (Sustained Release)
00591040401,C08D,Verapamil HCl,Verapamil HCl
00206885516,J01C,Piperacillin-Tazobactam Na,N/A
49884079474,C09A,Captopril,Captopril
00009011319,H02A,MethylPREDNISolone Sodium Succ,MethylPREDNISolone Sodium Succ
00054850016,C05A,Lidocaine Viscous 2%,Lidocaine Viscous 2%
00085140201,R03A,Foradil Aerolizer,*NF* Formoterol Fumarate
00087057009,R05C,Acetylcysteine 20%,Acetylcysteine 20%
00054872525,H02A,Prednisone,Prednisone
51079007420,C02D,Hydralazine HCl,Hydralazine HCl
00026885148,C08C,Nifedipine CR,Nifedipine CR
00597003112,C02A,Clonidine TTS 1 Patch,Clonidine TTS 1 Patch
68774012060,J01F,Clarithromycin,Clarithromycin
